"LocationName","FeatureLocation","Provider","Ward","NoBays","Speed","easting","northing","Radius","IsDedicated","Status"
"Eccleston Square","At or Outside 71","Ubitricity","Pimlico North",1,"5.5kW",529001.32,178668.2,6,"Non Dedicated","Installed"
"Eccleston Square","At or Outside 7","Ubitricity","Pimlico North",1,"5.5kW",528934.9,178710.99,6,"Non Dedicated","Installed"
"Elm Tree Road","At or Outside 8","Ubitricity","Abbey Road",1,"5.5kW",526690.35,182803.23,6,"Non Dedicated","Installed"
"Emery Hill Street","At or Outside 192 EBURY HILL STREET","Ubitricity","Vincent Square",1,"5.5kW",529419.74,179001.72,6,"Non Dedicated","Installed"
"Ennismore Gardens","Opposite 10
Grade II listed  List Entry Number: 1356998","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527021.5,179493.62,6,"Non Dedicated","Installed"
"Esterbrooke Street","OPPOSITE NO. 1-16 THE REGENCY","Ubitricity","Vincent Square",1,"5.5kW",529681.2,178677.23,6,"Non Dedicated","Installed"
"Fairholt Street","At or Outside 6 RUTLAND STREET","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527282.1,179330.65,6,"Non Dedicated","Installed"
"Fisherton Street","Side of 1-16 Gibbon House (opp Eastlake House)","Ubitricity","Church Street",1,"5.5kW",526914.24,182206.91,6,"Non Dedicated","Installed"
"Foley Street","At or Outside 43-45","Ubitricity","West End",1,"5.5kW",529203.98,181735.57,6,"Non Dedicated","Installed"
"Foley Street","At or Outside All Souls Church","Ubitricity","West End",1,"5.5kW",529230.92,181759.4,6,"Non Dedicated","Installed"
"Formosa Street","At or Outside 34","Ubitricity","Little Venice",1,"5.5kW",525953.74,182141.1,6,"Non Dedicated","Installed"
"Frampton Street","At or Outside 1-8 Landseer House","Ubitricity","Church Street",1,"5.5kW",526883.09,182274.5,6,"Non Dedicated","Installed"
"Frampton Street","At or Outside Stanfield House","Ubitricity","Church Street",1,"5.5kW",526899.46,182315.96,6,"Non Dedicated","Installed"
"Francis Street","At or Outside 46","Ubitricity","Vincent Square",1,"5.5kW",529274.95,178933.99,6,"Non Dedicated","Installed"
"Francis Street","Opposite 46","Ubitricity","Vincent Square",1,"5.5kW",529299.27,178945.5,6,"Non Dedicated","Installed"
"Garden Road","At or Outside ABBEY HOUSE","Ubitricity","Abbey Road",1,"5.5kW",526505.15,182974.3,6,"Non Dedicated","Installed"
"George Street","S/O 45 Seymour Place","Ubitricity","Marylebone",1,"5.5kW",527627.49,181308.09,6,"Non Dedicated","Installed"
"Gerald Road","At or Outside 14","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528409.98,178785.66,6,"Non Dedicated","Installed"
"Glentworth Street","At or Outside 169-189","Ubitricity","Regent's Park",1,"5.5kW",527790.58,182146.71,6,"Non Dedicated","Installed"
"Glentworth Street","At or Outside 85-105","Ubitricity","Regent's Park",1,"5.5kW",527810.23,182056.89,6,"Non Dedicated","Installed"
"Glentworth Street","Opposite SIDDONS LANE","Ubitricity","Regent's Park",1,"5.5kW",527772,182172,6,"Non Dedicated","Installed"
"Gloucester Square","At or Outside 21-39","Ubitricity","Hyde Park",1,"5.5kW",526975.45,181107.86,6,"Non Dedicated","Installed"
"Gloucester Square","At or Outside 43","Ubitricity","Hyde Park",1,"5.5kW",527075.96,181083.64,6,"Non Dedicated","Installed"
"Gloucester Square","At or Outside 43A","Ubitricity","Hyde Park",1,"5.5kW",527092.05,181098.54,6,"Non Dedicated","Installed"
"Gloucester Square","At or Outside 47/48","Ubitricity","Hyde Park",1,"5.5kW",527025.83,181036.22,6,"Non Dedicated","Installed"
"Gloucester Square","At or Outside 50","Ubitricity","Hyde Park",1,"5.5kW",527008.84,181020.18,6,"Non Dedicated","Installed"
"Gloucester Street","At or Outside 23","Ubitricity","Pimlico North",1,"5.5kW",529209.08,178449.09,6,"Non Dedicated","Installed"
"Gloucester Street","At or Outside 9","Ubitricity","Pimlico North",1,"5.5kW",529243.17,178478.72,6,"Non Dedicated","Installed"
"Gloucester Street","At or Outside 80A","Ubitricity","Pimlico South",1,"5.5kW",529058.36,178220.09,6,"Non Dedicated","Installed"
"Gloucester Street","At or Outside 89","Ubitricity","Pimlico South",1,"5.5kW",529010.65,178172.5,6,"Non Dedicated","Installed"
"Gloucester Terrace","At or Outside GILRAY HOUSE 25-36","Ubitricity","Lancaster Gate",1,"5.5kW",526608.07,180873.42,6,"Non Dedicated","Installed"
"Gloucester Terrace","At or Outside 10/12","Ubitricity","Lancaster Gate",1,"5.5kW",526595.45,180901.84,6,"Non Dedicated","Installed"
"Goldney Road","At or Outside 6","Ubitricity","Harrow Road",1,"5.5kW",525315.73,182093.28,6,"Non Dedicated","Installed"
"Graham Terrace","Opposite ST MICHAEL MEWS","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528183.58,178519.91,6,"Non Dedicated","Installed"
"Great Titchfield Street","At or Outside 90-92","Ubitricity","West End",1,"5.5kW",529082.45,181694.07,6,"Non Dedicated","Installed"
"Great Titchfield Street","Opposite 186","Ubitricity","West End",1,"5.5kW",528965.6,182049.52,6,"Non Dedicated","Installed"
"Great Titchfield Street","At or Outside 95","Ubitricity","West End",1,"5.5kW",529056.64,181749.04,6,"Non Dedicated","Installed"
"Great Titchfield Street","At or Outside 153","Ubitricity","West End",1,"5.5kW",528988.19,181974.14,6,"Non Dedicated","Installed"
"Great Western Road","At or Outside 126-162, OPPOSITE COMBE HOUSE","Ubitricity","Westbourne",1,"5.5kW",525006.48,181627.63,6,"Non Dedicated","Installed"
"Green Street","At or Outside 44","Ubitricity","West End",1,"5.5kW",528038.05,180888.25,6,"Non Dedicated","Installed"
"Greencoat Place","Opposite 8","Ubitricity","Vincent Square",1,"5.5kW",529501.37,179103.66,6,"Non Dedicated","Installed"
"Greencoat Place","Opposite WILLOW PLACE","Ubitricity","Vincent Square",1,"5.5kW",529333.79,178837.05,6,"Non Dedicated","Installed"
"Greville Road","Near CLIFTON HILL ROAD","Ubitricity","Abbey Road",1,"5.5kW",525935.67,183374.82,6,"Non Dedicated","Installed"
"Grosvenor Hill","AT OR OUTSIDE NO.54","Ubitricity","West End",1,"5.5kW",528783,180796.14,6,"Non Dedicated","Installed"
"Grosvenor Street","At or Outside 14","Ubitricity","West End",1,"5.5kW",528748.32,180858.54,6,"Non Dedicated","Installed"
"Hallam Street","Opposite 77","Ubitricity","West End",1,"5.5kW",528851.76,181957.05,6,"Non Dedicated","Installed"
"Hallam Street","At or Outside 49","Ubitricity","West End",1,"5.5kW",528886.44,181812.1,6,"Non Dedicated","Installed"
"Hallam Street","At or Outside 20YDS FROM SL6","Ubitricity","West End",1,"5.5kW",528856.66,181940.72,6,"Non Dedicated","Installed"
"Hallam Street","Opposite 105","Ubitricity","West End",1,"5.5kW",528825.58,182043.92,6,"Non Dedicated","Installed"
"Hamilton Gardens","OPPOSITE NO. 16/17","Ubitricity","Abbey Road",1,"5.5kW",526395.71,182920.31,6,"Non Dedicated","Installed"
"Hamilton Gardens","OPPOSITE NO.23/24","Ubitricity","Abbey Road",1,"5.5kW",526364.25,182895.58,6,"Non Dedicated","Installed"
"Hamilton Terrace","At or outside no.12/14","Ubitricity","Abbey Road",1,"5.5kW",526557.56,182477.84,6,"Non Dedicated","Installed"
"Hamilton Terrace","At or Outside no.130-132","Ubitricity","Abbey Road",1,"5.5kW",526056.27,183122.27,6,"Non Dedicated","Installed"
"Hamilton Terrace","At or outside no.17","Ubitricity","Abbey Road",1,"5.5kW",526523.35,182494.06,6,"Non Dedicated","Installed"
"Hamilton Terrace","At or outside no.24","Ubitricity","Abbey Road",1,"5.5kW",526529.66,182513.78,6,"Non Dedicated","Installed"
"Hamilton Terrace","At or outside no.32","Ubitricity","Abbey Road",1,"5.5kW",526509.23,182540.06,6,"Non Dedicated","Installed"
"Hamilton Terrace","At or Outside. PropNo: 47","Ubitricity","Abbey Road",1,"5.5kW",526417.42,182627.09,6,"Non Dedicated","Installed"
"Hamilton Terrace","At or Outside 73","Ubitricity","Abbey Road",1,"5.5kW",526318.6,182757.35,6,"Non Dedicated","Installed"
"Hanson Street","At or Outside 4","Ubitricity","West End",1,"5.5kW",529131.82,181710.26,6,"Non Dedicated","Installed"
"Hay Hill","Loc: Opposite. PropNo: 20. Position: On Kerb Edge.","Ubitricity","West End",1,"5.5kW",528904,180538,6,"Non Dedicated","Installed"
"Herrick Street","At or Outside RUSKIN HOUSE","Ubitricity","Vincent Square",1,"5.5kW",529973.39,178635.69,6,"Non Dedicated","Installed"
"Herrick Street","Opposite MILLBANK GARDENS","Ubitricity","Vincent Square",1,"5.5kW",529955.24,178597.18,6,"Non Dedicated","Installed"
"Herrick Street","Opposite  1 - 25 LAWRENCE HOUSE","Ubitricity","Vincent Square",1,"5.5kW",529887.54,178528,6,"Non Dedicated","Installed"
"Hide Place","Rear of HIDE TOWER","Ubitricity","Vincent Square",1,"5.5kW",529704.52,178746.13,6,"Non Dedicated","Installed"
"Howley Place","At or Outside 20","Ubitricity","Little Venice",1,"5.5kW",526340.11,181822.57,6,"Non Dedicated","Installed"
"Hyde Park Square","At or Outside 15","Ubitricity","Hyde Park",1,"5.5kW",527147.75,181069.46,6,"Non Dedicated","Installed"
"Hyde Park Crescent","AT OR OUTSIDE NO.11 JUNCTION WITH SOMERS CRESCENT","Ubitricity","Hyde Park",1,"5.5kW",527129.93,181200.22,6,"Non Dedicated","Installed"
"Hyde Park Crescent","AT OR OUTSIDE NO.12","Ubitricity","Hyde Park",1,"5.5kW",527130.43,181222.73,6,"Non Dedicated","Installed"
"Hyde Park Crescent","AT OR OUTSIDE NO.3","Ubitricity","Hyde Park",1,"5.5kW",527182.38,181139.28,6,"Non Dedicated","Installed"
"Hyde Park Crescent","SIDE OF NO.12 SOUTHWICK PLACE","Ubitricity","Hyde Park",1,"5.5kW",527158.22,181151.07,6,"Non Dedicated","Installed"
"Hyde Park Gardens","Between 13 & 14","Ubitricity","Hyde Park",1,"5.5kW",527014,180919,6,"Non Dedicated","Installed"
"Hyde Park Square","At or Outside 23","Ubitricity","Hyde Park",1,"5.5kW",527070.77,181049.08,6,"Non Dedicated","Installed"
"Hyde Park Square","At or Outside 24","Ubitricity","Hyde Park",1,"5.5kW",527076.46,181021.18,6,"Non Dedicated","Installed"
"Hyde Park Square","At or Outside 35","Ubitricity","Hyde Park",1,"5.5kW",527105.67,181009.72,6,"Non Dedicated","Installed"
"Hyde Park Street","AT OR OUTSIDE NO.24/26","Ubitricity","Hyde Park",1,"5.5kW",527228.79,180999.11,6,"Non Dedicated","Installed"
"Hyde Park Street","AT OR OUTSIDE NO.9","Ubitricity","Hyde Park",1,"5.5kW",527229.66,180941.79,6,"Non Dedicated","Installed"
"Ivor Place","Opposite 11","Ubitricity","Regent's Park",1,"5.5kW",527613.01,182187.9,6,"Non Dedicated","Installed"
"Jerome Crescent","O/P Chequers House","Ubitricity","Church Street",1,"5.5kW",527066.76,182364.56,6,"Non Dedicated","Installed"
"John Islip Street","Opposite NORTH EAST GATE/TATE","Ubitricity","Vincent Square",1,"5.5kW",530067.65,178750.69,6,"Non Dedicated","Installed"
"Lanark Road","At or Outside 29B","Ubitricity","Little Venice",1,"5.5kW",526312.22,182414.82,6,"Non Dedicated","Installed"
"Langford Place","Near ABBEY ROAD","Ubitricity","Abbey Road",1,"5.5kW",526390.82,183254.69,6,"Non Dedicated","Installed"
"Lauderdale Road","At or Outside 214-228","Ubitricity","Maida Vale",1,"5.5kW",525762,182528.05,6,"Non Dedicated","Installed"
"Lauderdale Road","Opposite 1-21","Ubitricity","Maida Vale",1,"5.5kW",525943.14,182524.94,6,"Non Dedicated","Installed"
"Leamington Road Villas","At or Outside 14","Ubitricity","Westbourne",1,"5.5kW",524912.73,181499.48,6,"Non Dedicated","Installed"
"Lilestone Street","By lay by near entrance to Community Centre","Ubitricity","Church Street",1,"5.5kW",527315.84,182303.49,6,"Non Dedicated","Installed"
"Linhope Street","At or Outside 30","Ubitricity","Regent's Park",1,"5.5kW",527594.41,182269.75,6,"Non Dedicated","Installed"
"Lisson Grove","Outside council offices","Ubitricity","Church Street",1,"5.5kW",526921.54,182403.28,6,"Non Dedicated","Installed"
"Lisson Grove","Opposite Electricity Transfromer Station","Ubitricity","Abbey Road",1,"5.5kW",526874.32,182435.2,6,"Non Dedicated","Installed"
"Lodge Road","Near 16M FROM JCT OAK TREE ROAD","Ubitricity","Regent's Park",1,"5.5kW",527052.21,182653.84,6,"Non Dedicated","Installed"
"Lombardy Place","At or Outside 5","Ubitricity","Lancaster Gate",1,"5.5kW",525774.76,180740.15,6,"Non Dedicated","Installed"
"Loudoun Road","At or Outside 100","Ubitricity","Abbey Road",1,"5.5kW",526416.96,183709.17,6,"Non Dedicated","Installed"
"Loudoun Road","At or Outside 90","Ubitricity","Abbey Road",1,"5.5kW",526412.22,183659.62,6,"Non Dedicated","Installed"
"Lowndes Place","At or Outside 2","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528219.64,179215.81,6,"Non Dedicated","Installed"
"Lowndes Place","At or Outside 6","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528242.96,179204.64,6,"Non Dedicated","Installed"
"Lowndes Place","Opposite 56 EATON PLACE","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528281.63,179158.29,6,"Non Dedicated","Installed"
"Lowndes Street","At or Outside 12A","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528080.65,179281.01,6,"Non Dedicated","Installed"
"Luxborough Street","Opposite ALBERT MANSIONS","Ubitricity","Marylebone",1,"5.5kW",528158.93,181916.57,6,"Non Dedicated","Installed"
"Luxborough Street","Opposite NORTHUMBERLAND MANSIONS","Ubitricity","Marylebone",1,"5.5kW",528156.49,181940.09,6,"Non Dedicated","Installed"
"Lyall Street","At or Outside 11","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528180.24,179092.75,6,"Non Dedicated","Installed"
"Lyall Street","At or Outside 83","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528258.04,179017.73,6,"Non Dedicated","Installed"
"Lyall Street","Near CHESHAM STREET","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528127.79,179129.08,6,"Non Dedicated","Installed"
"Lyons Place","At or Outside DICKSEE HOUSE","Ubitricity","Church Street",1,"5.5kW",526717.98,182157.23,6,"Non Dedicated","Installed"
"Manchester Street","At or Outside 51","Ubitricity","Marylebone",1,"5.5kW",528194.07,181521.56,6,"Non Dedicated","Installed"
"Manchester Street","808704 waiting for connection / Outside No. 56 St. Pauls Church","Ubitricity","Marylebone",1,"5.5kW",528215.67,181456.75,6,"Non Dedicated","Installed"
"Mansfield Street","Side of 8 QUEEN ANN STREET","Ubitricity","Marylebone",1,"5.5kW",528750.99,181571.04,6,"Non Dedicated","Installed"
"Marlborough Hill","Opposite 51","Ubitricity","Abbey Road",1,"5.5kW",526499.6,183775.23,6,"Non Dedicated","Installed"
"Marlborough Place","At or Outside 50","Ubitricity","Abbey Road",1,"5.5kW",526201.46,183248.76,6,"Non Dedicated","Installed"
"Melina Place","At or Outside JCT GROVE END ROAD","Ubitricity","Abbey Road",1,"5.5kW",526608.5,182720.86,6,"Non Dedicated","Installed"
"Mill Street","Opposite 2","Ubitricity","West End",1,"5.5kW",529005.38,180930.19,6,"Non Dedicated","Installed"
"Molyneux Street","At or Outside 49","Ubitricity","Marylebone",1,"5.5kW",527408.5,181551.09,6,"Non Dedicated","Installed"
"Monck Street","At or Outside 2 ASHLEY HOUSE","Ubitricity","St James's",1,"5.5kW",529845.21,179140.4,6,"Non Dedicated","Installed"
"Montagu Square","Outside 17/18","Ubitricity","Marylebone",1,"5.5kW",527826.29,181512.65,6,"Non Dedicated","Installed"
"Montagu Square","At or Outside MONTAGU COURT","Ubitricity","Marylebone",1,"5.5kW",527800.71,181594.63,6,"Non Dedicated","Installed"
"Montagu Square","At or Outside 4","Ubitricity","Marylebone",1,"5.5kW",527857.47,181416.42,6,"Non Dedicated","Installed"
"Montagu Square","O/S 42/43","Ubitricity","Marylebone",1,"5.5kW",527782.21,181521.94,6,"Non Dedicated","Installed"
"Montagu Square","O/S 48/49","Ubitricity","Marylebone",1,"5.5kW",527802.07,181459.24,6,"Non Dedicated","Installed"
"Moreton Place","At or Outside 16","Ubitricity","Pimlico North",1,"5.5kW",529408.39,178354.5,6,"Non Dedicated","Installed"
"Moreton Place","At or Outside CLARION HOUSE","Ubitricity","Pimlico North",1,"5.5kW",529354.31,178402.88,6,"Non Dedicated","Installed"
"Moreton Street","At or Outside 45A","Ubitricity","Pimlico North",1,"5.5kW",529464.73,178318.38,6,"Non Dedicated","Installed"
"Mount Street","At or Outside 49","Ubitricity","West End",1,"5.5kW",528299.62,180561.97,6,"Non Dedicated","Installed"
"Norfolk Square","At or Outside 17","Ubitricity","Hyde Park",1,"5.5kW",526839.76,181221.85,6,"Non Dedicated","Installed"
"Norfolk Square","At or Outside 5","Ubitricity","Hyde Park",1,"5.5kW",526809.5,181193.98,6,"Non Dedicated","Installed"
"Norfolk Square","At or Outside 35-43","Ubitricity","Hyde Park",1,"5.5kW",526883.08,181262.14,6,"Non Dedicated","Installed"
"Norfolk Square","At or Outside 40","Ubitricity","Hyde Park",1,"5.5kW",526863.53,181293.01,6,"Non Dedicated","Installed"
"Norfolk Square","At or Outside 54","Ubitricity","Hyde Park",1,"5.5kW",526899.15,181326.78,6,"Non Dedicated","Installed"
"Norfolk Square","At or Outside 28","Ubitricity","Hyde Park",1,"5.5kW",526836.68,181267.91,6,"Non Dedicated","Installed"
"Northwick Terrace","AT OR OUTSIDE BLOCK 10 CLIFTON COURT","Ubitricity","Abbey Road",1,"5.5kW",526606.02,182298.24,6,"Non Dedicated","Installed"
"Northwick Terrace","At or Outside BLOCK 13 CLIFTON COURT","Ubitricity","Abbey Road",1,"5.5kW",526567.25,182347.51,6,"Non Dedicated","Installed"
"Nottingham Place","At or Outside 26","Ubitricity","Marylebone",1,"5.5kW",528234.68,181928.63,6,"Non Dedicated","Installed"
"Nottingham Place","At or Outside 29","Ubitricity","Marylebone",1,"5.5kW",528221.81,181943.81,6,"Non Dedicated","Installed"
"Nottingham Place","At or Outside 7","Ubitricity","Marylebone",1,"5.5kW",528229.41,181858.42,6,"Non Dedicated","Installed"
"Nottingham Street","Opposite Bingham Place","Ubitricity","Marylebone",1,"5.5kW",528198.16,181874.24,6,"Non Dedicated","Installed"
"Ogle Street","Opposite 14","Ubitricity","West End",1,"5.5kW",529166.47,181746.34,6,"Non Dedicated","Installed"
"Orchardson Street","Opposite 81 - 95","Ubitricity","Church Street",1,"5.5kW",526865.7,182328.32,6,"Non Dedicated","Installed"
"Orme Court","Outside No. 6","Ubitricity","Lancaster Gate",1,"5.5kW",525757,180639,6,"Non Dedicated","Installed"
"Oxford Square","At or Outside CO 11","Ubitricity","Hyde Park",1,"5.5kW",527294.98,181186.11,6,"Non Dedicated","Installed"
"Oxford Square","at or outside 1","Ubitricity","Hyde Park",1,"5.5kW",527259.67,181153.18,6,"Non Dedicated","Installed"
"Oxford Square","at or outside 6","Ubitricity","Hyde Park",1,"5.5kW",527276.72,181170.74,6,"Non Dedicated","Installed"
"Page Street","At or Outside 40","Ubitricity","Vincent Square",1,"5.5kW",529814.72,178878.56,6,"Non Dedicated","Installed"
"Page Street","Opposite BENNETT HOUSE","Ubitricity","Vincent Square",1,"5.5kW",529944.86,178874.96,6,"Non Dedicated","Installed"
"Page Street","Opposite 38","Ubitricity","Vincent Square",1,"5.5kW",529828.99,178870.33,6,"Non Dedicated","Installed"
"Page Street","Side of 19","Ubitricity","Vincent Square",1,"5.5kW",529767.01,178875.84,6,"Non Dedicated","Installed"
"Page Street","Side of DEFRA BUILDING","Ubitricity","Vincent Square",1,"5.5kW",530108.37,178882.2,6,"Non Dedicated","Installed"
"Park Crescent","Opposite 24","Ubitricity","West End",1,"5.5kW",528632.18,182086.49,6,"Non Dedicated","Installed"
"Park Place Villas","At or Outside 1","Ubitricity","Little Venice",1,"5.5kW",526387.6,181991.9,6,"Non Dedicated","Installed"
"Park Place Villas","At or Outside ST MARY MANSIONS","Ubitricity","Little Venice",1,"5.5kW",526476.15,181885.02,6,"Non Dedicated","Installed"
"Paxton Terrace","Side of SHERETON HOUSE","Ubitricity","Pimlico South",1,"5.5kW",528957.69,178002.08,6,"Non Dedicated","Installed"
"Penfold Place","Outside Bowmans Bdgs 31-40","Ubitricity","Church Street",1,"5.5kW",527061.45,181846.57,6,"Non Dedicated","Installed"
"Penfold Street","At or Outside Berry House","Ubitricity","Church Street",1,"5.5kW",526902.13,182062.13,6,"Non Dedicated","Installed"
"Porchester Place","At or Outside 32","Ubitricity","Hyde Park",1,"5.5kW",527342.44,181218.63,6,"Non Dedicated","Installed"
"Porchester Terrace","At or Outside 40","Ubitricity","Lancaster Gate",1,"5.5kW",526057.19,180939.86,6,"Non Dedicated","Installed"
"Porteus Road","At or Outside GILPIN CLOSE","Ubitricity","Little Venice",1,"5.5kW",526469.8,181750.81,6,"Non Dedicated","Installed"
"Porteus Road","Opposite JOHN AIRD COURT","Ubitricity","Little Venice",1,"5.5kW",526526.53,181792.13,6,"Non Dedicated","Installed"
"Porteus Road","At or Outside CABRAL COURT","Ubitricity","Little Venice",1,"5.5kW",526492.36,181759.53,6,"Non Dedicated","Installed"
"Porteus Road","At or Outside JOHN AIRD COURT","Ubitricity","Little Venice",1,"5.5kW",526497.47,181776.85,6,"Non Dedicated","Installed"
"Prince Albert Road","At or Outside 31 KINGS COURT","Ubitricity","Regent's Park",1,"5.5kW",527726.22,183536.54,6,"Non Dedicated","Installed"
"Princes Street","Outside 3/4","Ubitricity","West End",1,"5.5kW",528980.65,181153.69,6,"Non Dedicated","Installed"
"Queen Anne's Gate","At or Outside 15                                                                                                              Grade ii   Listed as per Historic Englad ref:1227330 historic England desc 12 LAMP STANDARDS NUMBERS 1 TO 12 (CONSECUTIVE), QUEEN ANNE'S GATE SW1, can only see 11 on Confirm","Ubitricity","St James's",1,"5.5kW",529678.8,179603.59,6,"Non Dedicated","Installed"
"Queen Anne's Gate","At or Outside 28                                                                                                              Grade ii   Listed as per Historic Englad ref:1227330 historic England desc 12 LAMP STANDARDS NUMBERS 1 TO 12 (CONSECUTIVE), QUEEN ANNE'S GATE SW1, can only see 11 on Confirm","Ubitricity","St James's",1,"5.5kW",529665.95,179610.94,6,"Non Dedicated","Installed"
"Queen's Grove","Outside no. 12","Ubitricity","Regent's Park",1,"5.5kW",526715.49,183609.82,6,"Non Dedicated","Installed"
"Queen's Terrace","Opposite 7","Ubitricity","Regent's Park",1,"5.5kW",526665.48,183513.14,6,"Non Dedicated","Installed"
"Queen's Terrace","At or Outside JUBILEE BUILDINGS","Ubitricity","Regent's Park",1,"5.5kW",526726.69,183435.07,6,"Non Dedicated","Installed"
"Queen's Terrace","Opposite 25-28 BARTON WAY","Ubitricity","Regent's Park",1,"5.5kW",526708.17,183466.91,6,"Non Dedicated","Installed"
"Radnor Place","At or Outside 19","Ubitricity","Hyde Park",1,"5.5kW",527070.27,181172.6,6,"Non Dedicated","Installed"
"Randolph Avenue","At or Outside 44","Ubitricity","Little Venice",1,"5.5kW",526297.6,182338.66,6,"Non Dedicated","Installed"
"Randolph Crescent","Opposite 35","Ubitricity","Little Venice",1,"5.5kW",526216.71,182366.61,6,"Non Dedicated","Installed"
"Randolph Crescent","At or Outside 27","Ubitricity","Little Venice",1,"5.5kW",526194.18,182332.62,6,"Non Dedicated","Installed"
"Ranelagh Road","At or Outside 3","Ubitricity","Pimlico South",1,"5.5kW",529297.09,178173.99,6,"Non Dedicated","Installed"
"Rodmarton Street","O/P no.40","Ubitricity","Marylebone",1,"5.5kW",527951.35,181546.88,6,"Non Dedicated","Installed"
"Rossmore Road","Opposite 2","Ubitricity","Church Street",1,"5.5kW",527266.9,182197.18,6,"Non Dedicated","Installed"
"Rutherford Street","At or Outside CAREY MANSIONS 1-8","Ubitricity","Vincent Square",1,"5.5kW",529726.65,178916.02,6,"Non Dedicated","Installed"
"Rutland Gate","At or Outside 41                                                                                                               Grade ii   Listed as per Historic Englad ref: 1235392","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527265.21,179413.13,6,"Non Dedicated","Installed"
"Rutland Gate","At or Outside 48C","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527236.5,179389.14,6,"Non Dedicated","Installed"
"Scott Ellis Gardens","At or Outside 202-229","Ubitricity","Abbey Road",1,"5.5kW",526590.08,182594.23,6,"Non Dedicated","Installed"
"Semley Place","Opposite EBURY SQUARE","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528511.62,178644.82,6,"Non Dedicated","Installed"
"Seymour Place","At or Outside 101","Ubitricity","Marylebone",1,"5.5kW",527597.86,181454.74,6,"Non Dedicated","Installed"
"Seymour Place","Opposite BRYANSTON COURT","Ubitricity","Marylebone",1,"5.5kW",527648.31,181276.91,6,"Non Dedicated","Installed"
"Shannon Place","At or Outside 72-81 EAMONT COURT","Ubitricity","Regent's Park",1,"5.5kW",527282.08,183352.83,6,"Non Dedicated","Installed"
"Shirland Road","At or Outside 29","Ubitricity","Little Venice",1,"5.5kW",525812.47,182103.72,6,"Non Dedicated","Installed"
"Shirland Road","At or Outside 66","Ubitricity","Harrow Road",1,"5.5kW",525619.12,182231.81,6,"Non Dedicated","Installed"
"Soho Square","Opposite Bateman's Building","Ubitricity","West End",1,"5.5kW",529705.62,181209.57,6,"Non Dedicated","Installed"
"Soho Square","Opposite 21","Ubitricity","West End",1,"5.5kW",529721.73,181285.65,6,"Non Dedicated","Installed"
"Somers Crescent","SIODE OF NO.12 HYDE PARK CRESCENT","Ubitricity","Hyde Park",1,"5.5kW",527124.11,181213.27,6,"Non Dedicated","Installed"
"Southwick Street","At or Outside SUSSEX HOTEL","Ubitricity","Hyde Park",1,"5.5kW",527040.5,181352.26,6,"Non Dedicated","Installed"
"St Edmund's Terrace","AT OR OUTSIDE NO.7","Ubitricity","Regent's Park",1,"5.5kW",527591.19,183596.1,6,"Non Dedicated","Installed"
"St George's Square","At or Outside SCHOOL GATES","Ubitricity","Pimlico South",1,"5.5kW",529543.18,178215.64,6,"Non Dedicated","Installed"
"St George's Square","At or Outside 96","Ubitricity","Pimlico South",1,"5.5kW",529604.56,178019.6,6,"Non Dedicated","Installed"
"St George's Square","At or Outside 80/82","Ubitricity","Pimlico South",1,"5.5kW",529589.52,178067.3,6,"Non Dedicated","Installed"
"St John's Wood High Street","At or Outside 25-36 HANNOVER HOUSE","Ubitricity","Regent's Park",1,"5.5kW",527126.82,183028.49,6,"Non Dedicated","Installed"
"St Michael's Street","At or Outside 25","Ubitricity","Hyde Park",1,"5.5kW",526987.52,181435.72,6,"Non Dedicated","Installed"
"St Petersburgh Place","Opposite St. Matthews Church","Ubitricity","Bayswater",1,"5.5kW",525648.41,180751.98,6,"Non Dedicated","Installed"
"St Petersburgh Place","At or Outside Lancaster Close","Ubitricity","Bayswater",1,"5.5kW",525657.44,180677.16,6,"Non Dedicated","Installed"
"Stanhope Place","At or Outside 5","Ubitricity","Hyde Park",1,"5.5kW",527558.63,181005.3,6,"Non Dedicated","Installed"
"Star Street","At or Outside 39","Ubitricity","Hyde Park",1,"5.5kW",526998.87,181389.02,6,"Non Dedicated","Installed"
"Stillington Street","Opposite Royal Military Police Depot","Ubitricity","Vincent Square",1,"5.5kW",529378.99,178859.41,6,"Non Dedicated","Installed"
"Surrendale Place","At or Outside 12","Ubitricity","Harrow Road",1,"5.5kW",525466.39,182153.69,6,"Non Dedicated","Installed"
"Sussex Square","At or Outside 2","Ubitricity","Hyde Park",1,"5.5kW",526900,180947.53,6,"Non Dedicated","Installed"
