"LocationName","FeatureLocation","Provider","Ward","NoBays","Speed","easting","northing","Radius","IsDedicated","Status"
"shirland road","1","Ubitricity","Queen's Park",1,"5.5kW",524671.22,182665.1,6,"Non Dedicated","Pending Installation"
"shirland road","3","Ubitricity","Queen's Park",1,"5.5kW",524729.66,182647.36,6,"Non Dedicated","Pending Installation"
"sixth avenue","3","Ubitricity","Queen's Park",1,"5.5kW",524049.52,182863.24,6,"Non Dedicated","Pending Installation"
"sixth avenue","5","Ubitricity","Queen's Park",1,"5.5kW",524057.94,182818.41,6,"Non Dedicated","Pending Installation"
"sixth avenue","6","Ubitricity","Queen's Park",1,"5.5kW",524051.67,182791.64,6,"Non Dedicated","Pending Installation"
"sixth avenue","7","Ubitricity","Queen's Park",1,"5.5kW",524051.82,182767.3,6,"Non Dedicated","Pending Installation"
"sixth avenue","8","Ubitricity","Queen's Park",1,"5.5kW",524057.94,182739.77,6,"Non Dedicated","Pending Installation"
"sixth avenue","10","Ubitricity","Queen's Park",1,"5.5kW",524041.57,182681.02,6,"Non Dedicated","Pending Installation"
"springfield road","1","Ubitricity","Abbey Road",1,"5.5kW",526065.99,183636.17,6,"Non Dedicated","Pending Installation"
"springfield road","2","Ubitricity","Abbey Road",1,"5.5kW",526092.87,183640.42,6,"Non Dedicated","Pending Installation"
"springfield road","9","Ubitricity","Abbey Road",1,"5.5kW",526251.37,183738.81,6,"Non Dedicated","Pending Installation"
"springfield road","16","Ubitricity","Abbey Road",1,"5.5kW",526404.56,183822.6,6,"Non Dedicated","Pending Installation"
"st ann's terrace","3","Ubitricity","Regent's Park",1,"5.5kW",526893.19,183320.79,6,"Non Dedicated","Pending Installation"
"st edmund's terrace","6","Ubitricity","Regent's Park",1,"5.5kW",527464.16,183526.15,6,"Non Dedicated","Pending Installation"
"st edmund's terrace","9","Ubitricity","Regent's Park",1,"5.5kW",527502.75,183548.91,6,"Non Dedicated","Pending Installation"
"st edmund's terrace","12","Ubitricity","Regent's Park",1,"5.5kW",527549.02,183573.47,6,"Non Dedicated","Pending Installation"
"st edmund's terrace","13","Ubitricity","Regent's Park",1,"5.5kW",527562.9,183581.15,6,"Non Dedicated","Pending Installation"
"st edmund's terrace","14","Ubitricity","Regent's Park",1,"5.5kW",527577.31,183588.83,6,"Non Dedicated","Pending Installation"
"st edmund's terrace","17","Ubitricity","Regent's Park",1,"5.5kW",527629.29,183615.94,6,"Non Dedicated","Pending Installation"
"st edmund's terrace","20","Ubitricity","Regent's Park",1,"5.5kW",527670.2,183636.94,6,"Non Dedicated","Pending Installation"
"surrendale place","1","Ubitricity","Harrow Road",1,"5.5kW",525443.88,182167.9,6,"Non Dedicated","Pending Installation"
"surrendale place","3","Ubitricity","Harrow Road",1,"5.5kW",525480.37,182135.37,6,"Non Dedicated","Pending Installation"
"sutherland avenue","31","Ubitricity","Little Venice",1,"5.5kW",525805.99,182261.19,6,"Non Dedicated","Pending Installation"
"third avenue","3","Ubitricity","Queen's Park",1,"5.5kW",524262.01,182890.77,6,"Non Dedicated","Pending Installation"
"third avenue","4","Ubitricity","Queen's Park",1,"5.5kW",524286.79,182872.41,6,"Non Dedicated","Pending Installation"
"third avenue","5","Ubitricity","Queen's Park",1,"5.5kW",524313.26,182841.51,6,"Non Dedicated","Pending Installation"
"third avenue","10","Ubitricity","Queen's Park",1,"5.5kW",524425.85,182750.63,6,"Non Dedicated","Pending Installation"
"third avenue","12","Ubitricity","Queen's Park",1,"5.5kW",524436.56,182693.56,6,"Non Dedicated","Pending Installation"
"third avenue","16","Ubitricity","Queen's Park",1,"5.5kW",524450.01,182595.96,6,"Non Dedicated","Pending Installation"
"thorngate road","1","Ubitricity","Harrow Road",1,"5.5kW",525497.33,182243.05,6,"Non Dedicated","Pending Installation"
"thorngate road","2","Ubitricity","Harrow Road",1,"5.5kW",525482.63,182257.96,6,"Non Dedicated","Pending Installation"
"thorngate road","3","Ubitricity","Harrow Road",1,"5.5kW",525469.81,182268.45,6,"Non Dedicated","Pending Installation"
"thorngate road","4","Ubitricity","Harrow Road",1,"5.5kW",525453.38,182271.86,6,"Non Dedicated","Pending Installation"
"titchfield road","2","Ubitricity","Regent's Park",1,"5.5kW",527545.4,183477.75,6,"Non Dedicated","Pending Installation"
"townshend road","13","Ubitricity","Regent's Park",1,"5.5kW",527333.36,183396.5,6,"Non Dedicated","Pending Installation"
"violet hill","1","Ubitricity","Abbey Road",1,"5.5kW",526248.91,183068.17,6,"Non Dedicated","Pending Installation"
"walterton road","5","Ubitricity","Harrow Road",1,"5.5kW",525039.78,182399.65,6,"Non Dedicated","Pending Installation"
"walterton road","13","Ubitricity","Harrow Road",1,"5.5kW",524903.72,182203.52,6,"Non Dedicated","Pending Installation"
"warlock road","1","Ubitricity","Harrow Road",1,"5.5kW",524884.87,182433.5,6,"Non Dedicated","Pending Installation"
"warlock road","6","Ubitricity","Harrow Road",1,"5.5kW",525000.17,182398.94,6,"Non Dedicated","Pending Installation"
"warlock road","11","Ubitricity","Harrow Road",1,"5.5kW",525100.24,182327.54,6,"Non Dedicated","Pending Installation"
"warrington crescent","7","Ubitricity","Little Venice",1,"5.5kW",526054.32,182222.71,6,"Non Dedicated","Pending Installation"
"warrington crescent","11","Ubitricity","Little Venice",1,"5.5kW",526062.23,182316.57,6,"Non Dedicated","Pending Installation"
"warrington crescent","14","Ubitricity","Little Venice",1,"5.5kW",526074.37,182381.9,6,"Non Dedicated","Pending Installation"
"warrington crescent","17","Ubitricity","Little Venice",1,"5.5kW",526093.83,182458.45,6,"Non Dedicated","Pending Installation"
"warrington crescent","18","Ubitricity","Little Venice",1,"5.5kW",526114.35,182463.05,6,"Non Dedicated","Pending Installation"
"warwick avenue","13","Ubitricity","Little Venice",1,"5.5kW",525984,182105,6,"Non Dedicated","Pending Installation"
"warwick avenue","23","Ubitricity","Little Venice",1,"5.5kW",526146,181996,6,"Non Dedicated","Pending Installation"
"warwick avenue","39","Ubitricity","Little Venice",1,"5.5kW",526269.1,181866.9,6,"Non Dedicated","Pending Installation"
"warwick crescent","2","Ubitricity","Westbourne",1,"5.5kW",526247.45,181770.9,6,"Non Dedicated","Pending Installation"
"wells rise","1","Ubitricity","Regent's Park",1,"5.5kW",527652.41,183510.86,6,"Non Dedicated","Pending Installation"
"wells rise","4","Ubitricity","Regent's Park",1,"5.5kW",527612.35,183597.13,6,"Non Dedicated","Pending Installation"
"windsor gardens","1","Ubitricity","Westbourne",1,"5.5kW",525133.83,182020.23,6,"Non Dedicated","Pending Installation"
"woodchester square","1","Ubitricity","Westbourne",1,"5.5kW",525549,181850.95,6,"Non Dedicated","Pending Installation"
"woodchester square","9","Ubitricity","Westbourne",1,"5.5kW",525649.85,181866.34,6,"Non Dedicated","Pending Installation"
"woodfield place","2","Ubitricity","Westbourne",1,"5.5kW",524910.57,182021.6,6,"Non Dedicated","Pending Installation"
"woodfield road","3","Ubitricity","Westbourne",1,"5.5kW",525049.79,182003.05,6,"Non Dedicated","Pending Installation"
"woronzow road","3","Ubitricity","Regent's Park",1,"5.5kW",526938.87,183690.59,6,"Non Dedicated","Pending Installation"
"woronzow road","4","Ubitricity","Regent's Park",1,"5.5kW",526966.81,183676.08,6,"Non Dedicated","Pending Installation"
"woronzow road","8","Ubitricity","Regent's Park",1,"5.5kW",527062.68,183590.36,6,"Non Dedicated","Pending Installation"
"wymering road","2","Ubitricity","Maida Vale",1,"5.5kW",525407.51,182614.62,6,"Non Dedicated","Pending Installation"
"artesian road","7","Ubitricity","Bayswater",1,"5.5kW",525209.77,181163.34,6,"Non Dedicated","Pending Installation"
"chepstow place","11","Ubitricity","Bayswater",1,"5.5kW",525390.8,180908.38,6,"Non Dedicated","Pending Installation"
"chepstow place","7","Ubitricity","Bayswater",1,"5.5kW",525374.89,180979.5,6,"Non Dedicated","Pending Installation"
"chepstow place","9","Ubitricity","Bayswater",1,"5.5kW",525383.15,180941.57,6,"Non Dedicated","Pending Installation"
"chepstow road","5","Ubitricity","Bayswater",1,"5.5kW",525314.05,181244.87,6,"Non Dedicated","Pending Installation"
"chepstow road","7","Ubitricity","Bayswater",1,"5.5kW",525302.89,181295.37,6,"Non Dedicated","Pending Installation"
"courtnell street","6","Ubitricity","Bayswater",1,"5.5kW",525092.33,181174.21,6,"Non Dedicated","Pending Installation"
"durham terrace","1","Ubitricity","Bayswater",1,"5.5kW",525514.61,181409.67,6,"Non Dedicated","Pending Installation"
"durham terrace","2","Ubitricity","Bayswater",1,"5.5kW",525546.94,181393.65,6,"Non Dedicated","Pending Installation"
"durham terrace","3","Ubitricity","Bayswater",1,"5.5kW",525569.83,181396.65,6,"Non Dedicated","Pending Installation"
"durham terrace","4","Ubitricity","Bayswater",1,"5.5kW",525586.71,181384.21,6,"Non Dedicated","Pending Installation"
"gloucester terrace","10","Ubitricity","Bayswater",1,"5.5kW",526001.71,181485.92,6,"Non Dedicated","Pending Installation"
"gloucester terrace","2","Ubitricity","Bayswater",1,"5.5kW",525822.75,181436.27,6,"Non Dedicated","Pending Installation"
"gloucester terrace","3","Ubitricity","Bayswater",1,"5.5kW",525842.35,181459.31,6,"Non Dedicated","Pending Installation"
"gloucester terrace","6","Ubitricity","Bayswater",1,"5.5kW",525910.58,181475.62,6,"Non Dedicated","Pending Installation"
"gloucester terrace","9","Ubitricity","Bayswater",1,"5.5kW",525978.68,181491.93,6,"Non Dedicated","Pending Installation"
"hatherley grove","1","Ubitricity","Bayswater",1,"5.5kW",525684.31,181302.41,6,"Non Dedicated","Pending Installation"
"hatherley grove","2","Ubitricity","Bayswater",1,"5.5kW",525695.78,181282.68,6,"Non Dedicated","Pending Installation"
"hatherley grove","5","Ubitricity","Bayswater",1,"5.5kW",525737.1,181209.25,6,"Non Dedicated","Pending Installation"
"hereford road","10","Ubitricity","Bayswater",1,"5.5kW",525403.59,181166.47,6,"Non Dedicated","Pending Installation"
"hereford road","11","Ubitricity","Bayswater",1,"5.5kW",525418.05,181144.03,6,"Non Dedicated","Pending Installation"
"hereford road","8","Ubitricity","Bayswater",1,"5.5kW",525391.87,181221.98,6,"Non Dedicated","Pending Installation"
"kildare gardens","2","Ubitricity","Bayswater",1,"5.5kW",525474.12,181245.73,6,"Non Dedicated","Pending Installation"
"kildare gardens","4","Ubitricity","Bayswater",1,"5.5kW",525452.63,181238.59,6,"Non Dedicated","Pending Installation"
"kildare gardens","5","Ubitricity","Bayswater",1,"5.5kW",525446.8,181260.6,6,"Non Dedicated","Pending Installation"
"kildare terrace","2","Ubitricity","Bayswater",1,"5.5kW",525429.92,181393.37,6,"Non Dedicated","Pending Installation"
"kildare terrace","3","Ubitricity","Bayswater",1,"5.5kW",525425.06,181376.05,6,"Non Dedicated","Pending Installation"
"kildare terrace","4","Ubitricity","Bayswater",1,"5.5kW",525439.22,181354.88,6,"Non Dedicated","Pending Installation"
"kildare terrace","5","Ubitricity","Bayswater",1,"5.5kW",525433.64,181342,6,"Non Dedicated","Pending Installation"
"kildare terrace","6","Ubitricity","Bayswater",1,"5.5kW",525438.93,181321.41,6,"Non Dedicated","Pending Installation"
"leinster square","15","Ubitricity","Bayswater",1,"5.5kW",525528.74,180954.14,6,"Non Dedicated","Pending Installation"
"leinster square","8","Ubitricity","Bayswater",1,"5.5kW",525573.29,181032.83,6,"Non Dedicated","Pending Installation"
"monmouth road","2","Ubitricity","Bayswater",1,"5.5kW",525474.83,181184.61,6,"Non Dedicated","Pending Installation"
"monmouth road","5","Ubitricity","Bayswater",1,"5.5kW",525499,181104,6,"Non Dedicated","Pending Installation"
"monmouth road","6","Ubitricity","Bayswater",1,"5.5kW",525495.64,181075.06,6,"Non Dedicated","Pending Installation"
"moorhouse road","3","Ubitricity","Bayswater",1,"5.5kW",525123.08,181261.04,6,"Non Dedicated","Pending Installation"
"moorhouse road","4","Ubitricity","Bayswater",1,"5.5kW",525137.82,181236.58,6,"Non Dedicated","Pending Installation"
"newton road","5","Ubitricity","Bayswater",1,"5.5kW",525584,181247,6,"Non Dedicated","Pending Installation"
"newton road","7","Ubitricity","Bayswater",1,"5.5kW",525626,181232,6,"Non Dedicated","Pending Installation"
"northumberland place","3","Ubitricity","Bayswater",1,"5.5kW",525241.82,181297.23,6,"Non Dedicated","Pending Installation"
"northumberland place","4","Ubitricity","Bayswater",1,"5.5kW",525236.67,181278.5,6,"Non Dedicated","Pending Installation"
"northumberland place","5","Ubitricity","Bayswater",1,"5.5kW",525250.56,181258.03,6,"Non Dedicated","Pending Installation"
"northumberland place","6","Ubitricity","Bayswater",1,"5.5kW",525247.19,181233.54,6,"Non Dedicated","Pending Installation"
"northumberland place","7","Ubitricity","Bayswater",1,"5.5kW",525260.04,181215.34,6,"Non Dedicated","Pending Installation"
"orsett terrace","6","Ubitricity","Bayswater",1,"5.5kW",526071.52,181420.83,6,"Non Dedicated","Pending Installation"
"orsett terrace","10","Ubitricity","Bayswater",1,"5.5kW",526158.5,181461.6,6,"Non Dedicated","Pending Installation"
"porchester square","2","Ubitricity","Bayswater",1,"5.5kW",525837.48,181376.48,6,"Non Dedicated","Pending Installation"
"porchester square","3","Ubitricity","Bayswater",1,"5.5kW",525861.66,181387.36,6,"Non Dedicated","Pending Installation"
"porchester square","4","Ubitricity","Bayswater",1,"5.5kW",525876.54,181394.37,6,"Non Dedicated","Pending Installation"
"porchester square","6","Ubitricity","Bayswater",1,"5.5kW",525898.42,181404.52,6,"Non Dedicated","Pending Installation"
"queensway","44","Ubitricity","Bayswater",1,"5.5kW",525752,181298,6,"Non Dedicated","Pending Installation"
"queensway","46","Ubitricity","Bayswater",1,"5.5kW",525756,181319,6,"Non Dedicated","Pending Installation"
"st stephen's crescent","1","Ubitricity","Bayswater",1,"5.5kW",525377.21,181431.09,6,"Non Dedicated","Pending Installation"
"st stephen's crescent","2","Ubitricity","Bayswater",1,"5.5kW",525377.75,181453.91,6,"Non Dedicated","Pending Installation"
"st stephen's crescent","3","Ubitricity","Bayswater",1,"5.5kW",525378.69,181475.5,6,"Non Dedicated","Pending Installation"
"st stephen's gardens","1","Ubitricity","Bayswater",1,"5.5kW",525241.08,181482.92,6,"Non Dedicated","Pending Installation"
"st stephen's gardens","10","Ubitricity","Bayswater",1,"5.5kW",525251.82,181449.16,6,"Non Dedicated","Pending Installation"
"st stephen's gardens","8","Ubitricity","Bayswater",1,"5.5kW",525217.2,181438.71,6,"Non Dedicated","Pending Installation"
"st stephen's gardens","9","Ubitricity","Bayswater",1,"5.5kW",525234.22,181444.15,6,"Non Dedicated","Pending Installation"
"st stephen's gardens","12","Ubitricity","Bayswater",1,"5.5kW",525277.85,181486.64,6,"Non Dedicated","Pending Installation"
"st stephen's gardens","13","Ubitricity","Bayswater",1,"5.5kW",525295.16,181491.94,6,"Non Dedicated","Pending Installation"
"st stephen's gardens","14","Ubitricity","Bayswater",1,"5.5kW",525320.06,181486.5,6,"Non Dedicated","Pending Installation"
"st stephen's gardens","15","Ubitricity","Bayswater",1,"5.5kW",525334.07,181504.09,6,"Non Dedicated","Pending Installation"
"sunderland terrace","1","Ubitricity","Bayswater",1,"5.5kW",525607.31,181318.11,6,"Non Dedicated","Pending Installation"
"sunderland terrace","4","Ubitricity","Bayswater",1,"5.5kW",525532.34,181305.66,6,"Non Dedicated","Pending Installation"
"sutherland place","1","Ubitricity","Bayswater",1,"5.5kW",525174.87,181336.14,6,"Non Dedicated","Pending Installation"
"sutherland place","2","Ubitricity","Bayswater",1,"5.5kW",525170,181315.55,6,"Non Dedicated","Pending Installation"
"sutherland place","3","Ubitricity","Bayswater",1,"5.5kW",525184.02,181292.52,6,"Non Dedicated","Pending Installation"
"sutherland place","4","Ubitricity","Bayswater",1,"5.5kW",525179.44,181273.49,6,"Non Dedicated","Pending Installation"
"sutherland place","5","Ubitricity","Bayswater",1,"5.5kW",525193,181253,6,"Non Dedicated","Pending Installation"
"sutherland place","6","Ubitricity","Bayswater",1,"5.5kW",525190.05,181226.18,6,"Non Dedicated","Pending Installation"
"westbourne gardens","12","Ubitricity","Bayswater",1,"5.5kW",525719.47,181399.8,6,"Non Dedicated","Pending Installation"
"westbourne gardens","2","Ubitricity","Bayswater",1,"5.5kW",525605.74,181400.23,6,"Non Dedicated","Pending Installation"
"westbourne gardens","5","Ubitricity","Bayswater",1,"5.5kW",525625.05,181387.64,6,"Non Dedicated","Pending Installation"
"westbourne gardens","6","Ubitricity","Bayswater",1,"5.5kW",525644.8,181389.07,6,"Non Dedicated","Pending Installation"
"westbourne gardens","8","Ubitricity","Bayswater",1,"5.5kW",525635.36,181327.7,6,"Non Dedicated","Pending Installation"
"westbourne grove terrace","2","Ubitricity","Bayswater",1,"5.5kW",525660.67,181247.73,6,"Non Dedicated","Pending Installation"
"westbourne grove terrace","3","Ubitricity","Bayswater",1,"5.5kW",525676.58,181239.16,6,"Non Dedicated","Pending Installation"
"westbourne park road","24","Ubitricity","Bayswater",1,"5.5kW",525374.7,181520.75,6,"Non Dedicated","Pending Installation"
"westbourne park road","26","Ubitricity","Bayswater",1,"5.5kW",525403.81,181472.4,6,"Non Dedicated","Pending Installation"
"westbourne park road","27","Ubitricity","Bayswater",1,"5.5kW",525439.93,181459.46,6,"Non Dedicated","Pending Installation"
"westbourne park road","32","Ubitricity","Bayswater",1,"5.5kW",525558.39,181452.16,6,"Non Dedicated","Pending Installation"
"westbourne park road","33","Ubitricity","Bayswater",1,"5.5kW",525593,181456,6,"Non Dedicated","Pending Installation"
"westbourne park road","36","Ubitricity","Bayswater",1,"5.5kW",525672.97,181437.14,6,"Non Dedicated","Pending Installation"
"westbourne park villas","11","Ubitricity","Bayswater",1,"5.5kW",525636.35,181539.28,6,"Non Dedicated","Pending Installation"
"westbourne park villas","2","Ubitricity","Bayswater",1,"5.5kW",525391.72,181571.9,6,"Non Dedicated","Pending Installation"
"westbourne park villas","4","Ubitricity","Bayswater",1,"5.5kW",525429.56,181566.75,6,"Non Dedicated","Pending Installation"
